diseaseName,country,state,lga,year,epiWeek,suspectedCases,confirmedCases,deaths,rainfall,temperature,humidity
AFP,Nigeria,Kano,Kano LGA1,2023,32,97,0,0,95.6,24.7,25.7
AFP,Nigeria,Kaduna,Kaduna LGA2,2023,32,97,0,0,50.2,37.2,45.8
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2023,33,82,9,2,83.1,28.2,50.6
Lassa Fever,Nigeria,Kano,Kano LGA2,2023,33,82,9,2,156.3,25.5,53.9
Lassa Fever,Nigeria,FCT,FCT LGA1,2023,33,82,9,2,45.9,30.3,62.5
CSM,Nigeria,Lagos,Lagos LGA2,2023,33,1,0,0,122.7,24.3,28.7
CSM,Nigeria,Ogun,Ogun LGA1,2023,33,1,0,0,87.6,29.1,49.3
CSM,Nigeria,Kano,Kano LGA2,2023,33,1,0,0,102.9,27.6,50.4
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2023,33,29,0,0,142.3,28.6,46.4
Yellow Fever,Nigeria,Kano,Kano LGA2,2023,33,29,0,0,74.6,34.7,87.0
Yellow Fever,Nigeria,Kano,Kano LGA1,2023,33,29,0,0,23.8,35.4,55.5
Cholera,Nigeria,Oyo,Oyo LGA2,2023,33,1,0,0,198.7,27.3,84.7
Cholera,Nigeria,Ogun,Ogun LGA1,2023,33,1,0,0,185.7,28.8,75.6
Cholera,Nigeria,Kaduna,Kaduna LGA1,2023,33,1,0,0,153.2,28.5,88.8
Measles,Nigeria,Oyo,Oyo LGA1,2023,33,23,2,0,174.4,24.6,54.1
Measles,Nigeria,Kaduna,Kaduna LGA1,2023,33,23,2,0,76.1,30.9,73.3
Measles,Nigeria,Lagos,Lagos LGA2,2023,33,23,2,0,11.7,36.7,39.1
Mpox,Nigeria,Rivers,Rivers LGA2,2023,33,8,0,0,95.5,29.0,46.8
Mpox,Nigeria,Enugu,Enugu LGA1,2023,33,8,0,0,57.0,37.4,71.5
Mpox,Nigeria,Rivers,Rivers LGA2,2023,33,8,0,0,110.7,33.2,22.8
AFP,Nigeria,Kaduna,Kaduna LGA1,2023,33,65,0,0,57.9,26.1,50.6
AFP,Nigeria,FCT,FCT LGA2,2023,33,65,0,0,22.2,30.8,75.3
AFP,Nigeria,Enugu,Enugu LGA1,2023,33,65,0,0,6.0,28.4,78.6
Lassa Fever,Nigeria,FCT,FCT LGA1,2023,35,109,6,0,60.9,24.5,71.0
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2023,35,109,6,0,147.0,24.1,75.2
Lassa Fever,Nigeria,Kano,Kano LGA1,2023,35,109,6,0,142.7,24.8,64.7
CSM,Nigeria,Lagos,Lagos LGA1,2023,35,1,0,0,138.9,33.1,83.5
CSM,Nigeria,Enugu,Enugu LGA1,2023,35,1,0,0,133.3,37.4,42.1
CSM,Nigeria,Ogun,Ogun LGA2,2023,35,1,0,0,135.9,34.6,35.3
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2023,35,47,0,1,39.0,25.6,34.9
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2023,35,47,0,1,123.3,24.5,43.6
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2023,35,47,0,1,101.2,34.7,89.7
Cholera,Nigeria,Oyo,Oyo LGA2,2023,35,76,3,4,140.3,27.4,76.2
Cholera,Nigeria,Enugu,Enugu LGA2,2023,35,76,3,4,135.6,27.5,88.2
Cholera,Nigeria,Kano,Kano LGA2,2023,35,76,3,4,159.7,30.8,94.2
Measles,Nigeria,Ogun,Ogun LGA2,2023,35,15,3,0,45.2,34.0,36.7
Measles,Nigeria,Lagos,Lagos LGA2,2023,35,15,3,0,68.4,36.4,27.2
Measles,Nigeria,FCT,FCT LGA2,2023,35,15,3,0,40.8,31.3,51.5
Mpox,Nigeria,Enugu,Enugu LGA2,2023,35,4,0,0,98.7,33.1,57.6
Mpox,Nigeria,Enugu,Enugu LGA1,2023,35,4,0,0,32.5,34.5,54.4
Mpox,Nigeria,Lagos,Lagos LGA2,2023,35,4,0,0,90.7,35.7,86.7
AFP,Nigeria,Enugu,Enugu LGA2,2023,35,16,0,0,167.6,25.4,69.3
AFP,Nigeria,Oyo,Oyo LGA1,2023,35,16,0,0,139.0,27.8,55.1
AFP,Nigeria,FCT,FCT LGA1,2023,35,16,0,0,20.9,26.3,86.2
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2023,36,85,5,0,95.8,34.9,59.4
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2023,36,85,5,0,146.9,32.5,45.7
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2023,36,85,5,0,45.6,26.2,21.4
CSM,Nigeria,Enugu,Enugu LGA1,2023,36,2,0,0,56.3,30.4,86.5
CSM,Nigeria,Ogun,Ogun LGA1,2023,36,2,0,0,125.7,36.7,79.5
CSM,Nigeria,FCT,FCT LGA2,2023,36,2,0,0,7.6,28.4,36.0
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2023,36,48,0,0,154.8,30.0,68.7
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2023,36,48,0,0,47.1,32.4,46.4
Yellow Fever,Nigeria,Kano,Kano LGA1,2023,36,48,0,0,30.5,34.6,25.4
Cholera,Nigeria,Enugu,Enugu LGA2,2023,36,71,4,1,201.1,27.8,85.1
Cholera,Nigeria,Kano,Kano LGA1,2023,36,71,4,1,135.7,29.6,90.0
Cholera,Nigeria,Kano,Kano LGA1,2023,36,71,4,1,124.6,30.2,82.5
Measles,Nigeria,Enugu,Enugu LGA2,2023,36,86,0,0,38.4,31.9,51.6
Measles,Nigeria,Enugu,Enugu LGA2,2023,36,86,0,0,70.5,30.0,61.6
Measles,Nigeria,Kano,Kano LGA2,2023,36,86,0,0,15.2,37.5,28.7
Mpox,Nigeria,Lagos,Lagos LGA1,2023,36,0,0,0,59.7,27.3,57.9
Mpox,Nigeria,Lagos,Lagos LGA1,2023,36,0,0,0,81.2,28.1,53.7
Mpox,Nigeria,Lagos,Lagos LGA2,2023,36,0,0,0,67.0,31.9,34.5
AFP,Nigeria,Lagos,Lagos LGA1,2023,36,1871,0,0,176.8,25.8,36.0
AFP,Nigeria,Kano,Kano LGA1,2023,36,1871,0,0,86.0,24.9,50.4
AFP,Nigeria,Ogun,Ogun LGA1,2023,36,1871,0,0,64.4,33.2,50.4
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2023,37,79,4,0,164.0,27.4,44.5
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2023,37,79,4,0,164.6,30.0,26.3
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2023,37,79,4,0,135.9,25.6,66.6
CSM,Nigeria,FCT,FCT LGA1,2023,37,4,0,0,118.2,32.3,36.1
CSM,Nigeria,Rivers,Rivers LGA1,2023,37,4,0,0,36.2,27.7,38.6
CSM,Nigeria,Oyo,Oyo LGA1,2023,37,4,0,0,134.5,31.6,63.6
Yellow Fever,Nigeria,FCT,FCT LGA1,2023,37,47,0,1,42.5,34.6,28.9
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2023,37,47,0,1,7.4,33.5,83.6
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2023,37,47,0,1,12.4,30.8,79.0
Cholera,Nigeria,Rivers,Rivers LGA2,2023,37,43,4,1,245.4,30.9,76.8
Cholera,Nigeria,Kano,Kano LGA2,2023,37,43,4,1,202.7,30.6,89.3
Cholera,Nigeria,Ogun,Ogun LGA1,2023,37,43,4,1,138.6,27.2,92.6
Measles,Nigeria,FCT,FCT LGA2,2023,37,68,0,0,75.7,28.9,30.5
Measles,Nigeria,Kaduna,Kaduna LGA1,2023,37,68,0,0,86.3,37.3,75.3
Measles,Nigeria,Lagos,Lagos LGA1,2023,37,68,0,0,27.4,36.1,60.9
Mpox,Nigeria,FCT,FCT LGA2,2023,37,0,0,0,163.5,24.0,85.5
Mpox,Nigeria,Kano,Kano LGA1,2023,37,0,0,0,125.7,25.9,49.5
Mpox,Nigeria,Ogun,Ogun LGA1,2023,37,0,0,0,88.0,26.4,65.5
AFP,Nigeria,Kano,Kano LGA2,2023,37,1871,0,0,30.3,29.2,61.5
AFP,Nigeria,Rivers,Rivers LGA1,2023,37,1871,0,0,151.4,27.8,34.2
AFP,Nigeria,Enugu,Enugu LGA1,2023,37,1871,0,0,120.3,24.7,71.3
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2023,38,107,4,0,73.7,28.8,89.9
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2023,38,107,4,0,63.2,36.7,34.1
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2023,38,107,4,0,163.9,25.4,21.9
CSM,Nigeria,Kano,Kano LGA1,2023,38,3,0,0,162.9,28.2,49.4
CSM,Nigeria,Kaduna,Kaduna LGA1,2023,38,3,0,0,58.0,36.3,37.6
CSM,Nigeria,Lagos,Lagos LGA2,2023,38,3,0,0,155.9,25.9,71.6
Yellow Fever,Nigeria,FCT,FCT LGA2,2023,38,29,0,0,25.2,26.1,20.4
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2023,38,29,0,0,69.8,25.5,73.2
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2023,38,29,0,0,87.2,31.9,78.6
Cholera,Nigeria,Kano,Kano LGA1,2023,38,27,0,1,139.2,27.3,82.7
Cholera,Nigeria,Rivers,Rivers LGA2,2023,38,27,0,1,163.1,29.3,80.1
Cholera,Nigeria,Lagos,Lagos LGA1,2023,38,27,0,1,145.9,29.2,92.1
Measles,Nigeria,Enugu,Enugu LGA2,2023,38,26,0,0,93.9,33.5,55.1
Measles,Nigeria,Ogun,Ogun LGA2,2023,38,26,0,0,52.5,27.9,69.8
Measles,Nigeria,Lagos,Lagos LGA2,2023,38,26,0,0,171.8,27.1,87.4
Mpox,Nigeria,Rivers,Rivers LGA1,2023,38,0,0,0,125.3,33.7,59.5
Mpox,Nigeria,FCT,FCT LGA1,2023,38,0,0,0,125.8,33.1,53.1
Mpox,Nigeria,Lagos,Lagos LGA1,2023,38,0,0,0,11.4,27.2,54.4
AFP,Nigeria,Enugu,Enugu LGA1,2023,38,177,0,0,178.1,33.1,30.9
AFP,Nigeria,Kano,Kano LGA1,2023,38,177,0,0,7.3,37.6,87.7
AFP,Nigeria,Kaduna,Kaduna LGA1,2023,38,177,0,0,15.7,34.5,88.5
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2023,39,96,9,1,151.8,25.6,36.4
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2023,39,96,9,1,136.8,27.0,40.2
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2023,39,96,9,1,158.8,24.1,66.4
CSM,Nigeria,Lagos,Lagos LGA1,2023,39,0,0,0,9.9,34.8,30.1
CSM,Nigeria,Ogun,Ogun LGA1,2023,39,0,0,0,152.9,26.8,79.0
CSM,Nigeria,Enugu,Enugu LGA1,2023,39,0,0,0,113.8,25.9,49.6
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2023,39,14,0,0,17.3,32.4,60.6
Yellow Fever,Nigeria,Enugu,Enugu LGA1,2023,39,14,0,0,114.9,24.3,47.4
Yellow Fever,Nigeria,Kano,Kano LGA2,2023,39,14,0,0,61.9,36.0,41.8
Cholera,Nigeria,Rivers,Rivers LGA1,2023,39,0,0,0,199.2,30.2,94.8
Cholera,Nigeria,Enugu,Enugu LGA2,2023,39,0,0,0,222.9,30.0,82.0
Cholera,Nigeria,Rivers,Rivers LGA1,2023,39,0,0,0,220.4,28.3,93.1
Measles,Nigeria,Ogun,Ogun LGA1,2023,39,12,0,0,116.6,33.4,59.1
Measles,Nigeria,Rivers,Rivers LGA1,2023,39,12,0,0,59.5,35.3,36.6
Measles,Nigeria,Lagos,Lagos LGA2,2023,39,12,0,0,66.3,36.3,27.1
Mpox,Nigeria,Kano,Kano LGA2,2023,39,0,0,0,69.8,24.6,33.4
Mpox,Nigeria,Ogun,Ogun LGA1,2023,39,0,0,0,38.9,35.5,68.7
Mpox,Nigeria,Kano,Kano LGA2,2023,39,0,0,0,79.0,36.0,44.4
AFP,Nigeria,FCT,FCT LGA1,2023,39,123,0,0,111.3,35.0,61.8
AFP,Nigeria,Ogun,Ogun LGA2,2023,39,123,0,0,45.5,35.2,87.5
AFP,Nigeria,Rivers,Rivers LGA2,2023,39,123,0,0,66.8,37.2,45.6
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2024,40,73,7,2,107.8,30.1,85.5
Lassa Fever,Nigeria,Kano,Kano LGA1,2024,40,73,7,2,10.5,37.6,80.7
Lassa Fever,Nigeria,Kano,Kano LGA1,2024,40,73,7,2,28.0,34.1,48.7
CSM,Nigeria,Rivers,Rivers LGA1,2024,40,2,0,0,79.3,24.1,28.3
CSM,Nigeria,Ogun,Ogun LGA1,2024,40,2,0,0,134.0,24.4,38.4
CSM,Nigeria,Kano,Kano LGA1,2024,40,2,0,0,80.2,35.8,78.7
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2024,40,39,3,0,84.7,30.4,67.1
Yellow Fever,Nigeria,FCT,FCT LGA1,2024,40,39,3,0,52.6,36.3,63.8
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2024,40,39,3,0,35.6,24.2,55.2
Cholera,Nigeria,Kaduna,Kaduna LGA1,2024,40,877,12,29,230.1,30.7,92.3
Cholera,Nigeria,FCT,FCT LGA1,2024,40,877,12,29,148.6,29.7,89.6
Cholera,Nigeria,Lagos,Lagos LGA2,2024,40,877,12,29,216.4,29.9,86.5
Measles,Nigeria,Oyo,Oyo LGA1,2024,40,113,10,0,167.8,24.9,20.8
Measles,Nigeria,Kano,Kano LGA2,2024,40,113,10,0,71.4,35.5,83.4
Measles,Nigeria,Ogun,Ogun LGA2,2024,40,113,10,0,55.6,26.4,71.4
Mpox,Nigeria,Kaduna,Kaduna LGA2,2024,40,15,4,0,50.5,25.9,20.6
Mpox,Nigeria,Rivers,Rivers LGA1,2024,40,15,4,0,100.2,34.9,72.4
Mpox,Nigeria,FCT,FCT LGA1,2024,40,15,4,0,56.1,33.7,35.6
AFP,Nigeria,Kano,Kano LGA1,2024,40,64,0,0,170.5,25.7,41.2
AFP,Nigeria,FCT,FCT LGA1,2024,40,64,0,0,44.0,27.8,38.5
AFP,Nigeria,Lagos,Lagos LGA2,2024,40,64,0,0,12.6,34.2,58.6
Lassa Fever,Nigeria,Kano,Kano LGA1,2024,41,85,10,0,121.7,29.0,57.6
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2024,41,85,10,0,38.7,32.7,27.5
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2024,41,85,10,0,22.8,34.7,63.9
CSM,Nigeria,Lagos,Lagos LGA1,2024,41,6,0,0,45.4,33.6,86.3
CSM,Nigeria,Oyo,Oyo LGA1,2024,41,6,0,0,107.1,30.2,58.8
CSM,Nigeria,Kano,Kano LGA1,2024,41,6,0,0,128.1,27.5,54.8
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2024,41,35,0,0,90.9,26.9,61.4
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2024,41,35,0,0,41.0,36.1,39.1
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2024,41,35,0,0,105.5,31.7,36.6
Cholera,Nigeria,Rivers,Rivers LGA1,2024,41,1108,21,20,128.2,28.2,84.2
Cholera,Nigeria,Kano,Kano LGA2,2024,41,1108,21,20,241.6,27.3,77.6
Cholera,Nigeria,Kano,Kano LGA2,2024,41,1108,21,20,184.0,30.2,82.1
Measles,Nigeria,FCT,FCT LGA1,2024,41,111,13,0,76.1,37.8,74.2
Measles,Nigeria,Oyo,Oyo LGA1,2024,41,111,13,0,115.8,25.9,58.7
Measles,Nigeria,Kaduna,Kaduna LGA2,2024,41,111,13,0,139.8,29.5,72.5
Mpox,Nigeria,Ogun,Ogun LGA1,2024,41,16,8,0,48.7,25.6,80.8
Mpox,Nigeria,Rivers,Rivers LGA1,2024,41,16,8,0,107.6,37.1,76.6
Mpox,Nigeria,Lagos,Lagos LGA2,2024,41,16,8,0,49.5,30.0,73.2
AFP,Nigeria,Kano,Kano LGA1,2024,41,48,0,0,165.8,36.2,23.5
AFP,Nigeria,Lagos,Lagos LGA2,2024,41,48,0,0,50.5,29.4,62.2
AFP,Nigeria,Kaduna,Kaduna LGA1,2024,41,48,0,0,5.0,26.0,64.3
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2024,42,112,12,0,13.3,29.5,75.9
Lassa Fever,Nigeria,Kano,Kano LGA2,2024,42,112,12,0,112.8,37.3,56.0
Lassa Fever,Nigeria,Oyo,Oyo LGA2,2024,42,112,12,0,93.3,33.3,88.1
CSM,Nigeria,Kaduna,Kaduna LGA2,2024,42,9,0,0,46.0,27.4,73.2
CSM,Nigeria,Lagos,Lagos LGA2,2024,42,9,0,0,119.9,33.6,33.2
CSM,Nigeria,Lagos,Lagos LGA1,2024,42,9,0,0,111.1,28.4,84.7
Yellow Fever,Nigeria,Kano,Kano LGA2,2024,42,28,0,0,132.5,30.0,75.0
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2024,42,28,0,0,108.9,25.8,47.3
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2024,42,28,0,0,79.4,27.0,32.8
Cholera,Nigeria,Enugu,Enugu LGA2,2024,42,852,18,35,233.3,29.4,81.3
Cholera,Nigeria,Kaduna,Kaduna LGA1,2024,42,852,18,35,233.4,27.1,79.8
Cholera,Nigeria,FCT,FCT LGA2,2024,42,852,18,35,227.7,27.1,77.5
Measles,Nigeria,Rivers,Rivers LGA2,2024,42,125,15,0,124.7,34.8,30.2
Measles,Nigeria,Lagos,Lagos LGA1,2024,42,125,15,0,57.4,26.8,49.0
Measles,Nigeria,Kano,Kano LGA2,2024,42,125,15,0,172.5,30.9,32.3
Mpox,Nigeria,FCT,FCT LGA2,2024,42,32,3,0,39.3,28.4,69.1
Mpox,Nigeria,Rivers,Rivers LGA2,2024,42,32,3,0,21.5,29.0,82.1
Mpox,Nigeria,Enugu,Enugu LGA1,2024,42,32,3,0,14.2,25.0,24.0
AFP,Nigeria,Kano,Kano LGA2,2024,42,79,0,0,85.6,24.9,45.3
AFP,Nigeria,Enugu,Enugu LGA1,2024,42,79,0,0,61.5,37.5,38.8
AFP,Nigeria,Lagos,Lagos LGA2,2024,42,79,0,0,90.9,25.0,78.8
Lassa Fever,Nigeria,Kano,Kano LGA2,2024,43,99,8,1,18.1,32.4,37.2
Lassa Fever,Nigeria,FCT,FCT LGA1,2024,43,99,8,1,13.2,31.5,42.2
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2024,43,99,8,1,147.1,24.9,89.6
CSM,Nigeria,Rivers,Rivers LGA2,2024,43,5,0,0,175.9,27.5,68.9
CSM,Nigeria,Kano,Kano LGA1,2024,43,5,0,0,124.8,36.1,37.5
CSM,Nigeria,Oyo,Oyo LGA2,2024,43,5,0,0,172.2,31.4,26.6
Yellow Fever,Nigeria,Kano,Kano LGA1,2024,43,12,0,0,123.0,34.5,69.3
Yellow Fever,Nigeria,Kano,Kano LGA1,2024,43,12,0,0,75.4,36.7,60.5
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2024,43,12,0,0,93.0,24.9,56.8
Cholera,Nigeria,Kano,Kano LGA1,2024,43,764,5,24,225.3,30.7,89.5
Cholera,Nigeria,FCT,FCT LGA1,2024,43,764,5,24,177.4,29.9,85.1
Cholera,Nigeria,Kano,Kano LGA1,2024,43,764,5,24,216.3,27.5,92.6
Measles,Nigeria,Lagos,Lagos LGA1,2024,43,65,3,0,85.0,25.3,71.7
Measles,Nigeria,Lagos,Lagos LGA1,2024,43,65,3,0,176.1,25.8,73.6
Measles,Nigeria,FCT,FCT LGA1,2024,43,65,3,0,131.9,27.0,89.0
Mpox,Nigeria,Enugu,Enugu LGA2,2024,43,16,4,0,17.6,29.6,29.9
Mpox,Nigeria,Oyo,Oyo LGA1,2024,43,16,4,0,98.9,24.7,74.0
Mpox,Nigeria,Kaduna,Kaduna LGA1,2024,43,16,4,0,55.2,37.5,62.1
AFP,Nigeria,FCT,FCT LGA2,2024,43,31,0,0,107.3,26.5,51.3
AFP,Nigeria,Enugu,Enugu LGA2,2024,43,31,0,0,57.3,25.8,70.2
AFP,Nigeria,Oyo,Oyo LGA1,2024,43,31,0,0,128.6,35.6,64.8
Lassa Fever,Nigeria,FCT,FCT LGA2,2024,44,70,4,0,101.9,33.2,30.6
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2024,44,70,4,0,139.0,24.5,74.3
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2024,44,70,4,0,104.7,25.7,35.0
CSM,Nigeria,Kaduna,Kaduna LGA1,2024,44,3,0,0,87.4,27.7,60.8
CSM,Nigeria,Enugu,Enugu LGA1,2024,44,3,0,0,140.7,36.1,55.2
CSM,Nigeria,Ogun,Ogun LGA2,2024,44,3,0,0,171.2,36.2,74.9
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2024,44,49,0,0,163.9,28.8,64.4
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2024,44,49,0,0,169.3,25.1,41.2
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2024,44,49,0,0,55.2,25.1,22.3
Cholera,Nigeria,Enugu,Enugu LGA2,2024,44,448,14,26,249.2,28.1,75.3
Cholera,Nigeria,Rivers,Rivers LGA2,2024,44,448,14,26,191.6,27.4,77.9
Cholera,Nigeria,Kano,Kano LGA1,2024,44,448,14,26,128.5,28.3,94.3
Measles,Nigeria,FCT,FCT LGA1,2024,44,147,29,1,102.3,24.1,84.1
Measles,Nigeria,Ogun,Ogun LGA2,2024,44,147,29,1,46.1,27.9,66.5
Measles,Nigeria,Lagos,Lagos LGA2,2024,44,147,29,1,19.6,37.2,42.6
Mpox,Nigeria,Kano,Kano LGA2,2024,44,19,5,0,76.6,30.9,30.1
Mpox,Nigeria,FCT,FCT LGA2,2024,44,19,5,0,115.5,37.7,27.1
Mpox,Nigeria,Lagos,Lagos LGA1,2024,44,19,5,0,15.5,30.9,35.8
AFP,Nigeria,Ogun,Ogun LGA1,2024,44,17,0,0,53.8,31.1,60.8
AFP,Nigeria,Ogun,Ogun LGA1,2024,44,17,0,0,72.6,28.9,76.1
AFP,Nigeria,Oyo,Oyo LGA1,2024,44,17,0,0,127.3,37.9,74.2
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2024,45,109,10,0,34.6,37.1,22.9
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2024,45,109,10,0,129.9,24.1,22.9
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2024,45,109,10,0,51.7,37.5,30.8
CSM,Nigeria,Enugu,Enugu LGA2,2024,45,3,0,0,99.9,33.1,29.5
CSM,Nigeria,Ogun,Ogun LGA2,2024,45,3,0,0,15.1,26.5,44.2
CSM,Nigeria,Enugu,Enugu LGA1,2024,45,3,0,0,15.9,29.4,83.7
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2024,45,54,0,0,105.8,37.6,22.1
Yellow Fever,Nigeria,Kano,Kano LGA1,2024,45,54,0,0,110.1,24.2,55.3
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2024,45,54,0,0,115.9,30.5,46.8
Cholera,Nigeria,FCT,FCT LGA1,2024,45,351,14,9,165.7,27.9,94.9
Cholera,Nigeria,FCT,FCT LGA2,2024,45,351,14,9,190.9,28.8,77.1
Cholera,Nigeria,Rivers,Rivers LGA2,2024,45,351,14,9,146.4,30.7,91.1
Measles,Nigeria,FCT,FCT LGA1,2024,45,185,15,0,178.4,27.7,43.9
Measles,Nigeria,Kaduna,Kaduna LGA2,2024,45,185,15,0,133.0,37.9,42.7
Measles,Nigeria,FCT,FCT LGA2,2024,45,185,15,0,160.7,36.7,40.4
Mpox,Nigeria,FCT,FCT LGA1,2024,45,37,7,0,121.7,33.7,55.8
Mpox,Nigeria,Enugu,Enugu LGA2,2024,45,37,7,0,178.3,36.8,31.5
Mpox,Nigeria,Oyo,Oyo LGA2,2024,45,37,7,0,142.1,27.2,30.2
AFP,Nigeria,Kano,Kano LGA2,2024,45,99,0,0,25.2,37.6,27.7
AFP,Nigeria,Enugu,Enugu LGA2,2024,45,99,0,0,150.4,37.6,44.6
AFP,Nigeria,Ogun,Ogun LGA1,2024,45,99,0,0,150.5,32.3,42.4
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2024,46,123,8,0,24.3,29.2,59.5
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2024,46,123,8,0,169.9,36.3,41.1
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2024,46,123,8,0,177.8,25.8,85.1
CSM,Nigeria,Lagos,Lagos LGA1,2024,46,2,0,0,38.6,27.3,76.9
CSM,Nigeria,Kaduna,Kaduna LGA2,2024,46,2,0,0,84.6,31.4,80.5
CSM,Nigeria,Kano,Kano LGA1,2024,46,2,0,0,162.6,32.8,54.9
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2024,46,62,0,0,158.5,30.6,47.0
Yellow Fever,Nigeria,Enugu,Enugu LGA1,2024,46,62,0,0,84.9,35.5,78.9
Yellow Fever,Nigeria,Kaduna,Kaduna LGA1,2024,46,62,0,0,127.4,28.2,55.4
Cholera,Nigeria,Kaduna,Kaduna LGA2,2024,46,777,1,13,134.2,29.1,86.1
Cholera,Nigeria,Oyo,Oyo LGA1,2024,46,777,1,13,208.7,27.3,76.0
Cholera,Nigeria,Rivers,Rivers LGA1,2024,46,777,1,13,166.6,30.9,91.4
Measles,Nigeria,Oyo,Oyo LGA2,2024,46,148,6,0,179.5,24.3,49.8
Measles,Nigeria,FCT,FCT LGA2,2024,46,148,6,0,155.0,33.6,72.3
Measles,Nigeria,Kaduna,Kaduna LGA1,2024,46,148,6,0,157.8,25.9,83.7
Mpox,Nigeria,Kaduna,Kaduna LGA2,2024,46,40,7,0,123.6,31.9,30.7
Mpox,Nigeria,Rivers,Rivers LGA1,2024,46,40,7,0,104.1,25.5,67.5
Mpox,Nigeria,Kano,Kano LGA2,2024,46,40,7,0,131.4,26.5,77.7
AFP,Nigeria,Kano,Kano LGA2,2024,46,70,0,0,67.3,37.9,59.8
AFP,Nigeria,Ogun,Ogun LGA1,2024,46,70,0,0,54.6,26.8,26.0
AFP,Nigeria,Rivers,Rivers LGA1,2024,46,70,0,0,68.3,25.1,26.0
Lassa Fever,Nigeria,Kano,Kano LGA2,2024,47,133,12,4,20.9,29.5,87.8
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2024,47,133,12,4,78.4,36.8,25.5
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2024,47,133,12,4,21.7,30.4,23.6
CSM,Nigeria,Enugu,Enugu LGA1,2024,47,1,0,0,164.5,28.1,20.7
CSM,Nigeria,Kano,Kano LGA2,2024,47,1,0,0,173.3,24.4,79.6
CSM,Nigeria,Kaduna,Kaduna LGA1,2024,47,1,0,0,168.2,30.8,35.8
Yellow Fever,Nigeria,FCT,FCT LGA2,2024,47,54,0,0,88.0,28.4,83.7
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2024,47,54,0,0,69.6,36.7,65.0
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2024,47,54,0,0,50.6,36.8,83.0
Cholera,Nigeria,Ogun,Ogun LGA1,2024,47,532,0,8,225.3,30.7,83.7
Cholera,Nigeria,Enugu,Enugu LGA1,2024,47,532,0,8,202.5,30.8,76.0
Cholera,Nigeria,Rivers,Rivers LGA1,2024,47,532,0,8,193.8,27.4,94.0
Measles,Nigeria,Kaduna,Kaduna LGA1,2024,47,180,29,0,171.3,24.7,38.9
Measles,Nigeria,Ogun,Ogun LGA1,2024,47,180,29,0,147.3,33.9,64.5
